Date,Tractor_Model,Demand_Units,Supplier,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Warehouse_Location,Inflation_Rate,Market_Trend_Index
2020-08-24,TX-200,316,Supplier B,19,0.001,820,FL,5.08,0.88
2023-07-26,TX-500,318,Supplier E,13,0.008,3334,IL,4.81,0.03
2020-12-13,TX-300,146,Supplier C,0,0.006,3957,NY,3.34,0.69
2021-09-18,TX-200,483,Supplier B,4,0.042,2287,CA,5.32,0.96
2023-02-01,TX-300,406,Supplier A,12,0.094,4058,CA,5.64,0.64
2021-09-21,TX-300,343,Supplier C,5,0.068,3852,FL,3.54,0.82
2023-06-25,TX-300,50,Supplier E,21,0.066,4339,NY,1.68,0.9
2020-12-29,TX-200,344,Supplier E,27,0.038,2369,FL,3.79,0.71
2020-11-16,TX-500,76,Supplier D,16,0.053,880,NY,4.83,0.66
2020-10-12,TX-100,85,Supplier C,14,0.03,729,IL,2.49,0.02
2020-05-28,TX-500,209,Supplier B,6,0.052,4630,CA,1.95,0.52
2023-01-12,TX-200,474,Supplier E,7,0.075,4021,TX,2.78,0.47
2021-02-09,TX-100,448,Supplier B,27,0.056,3177,FL,1.55,0.52
2022-09-04,TX-100,80,Supplier B,20,0.042,3412,IL,4.72,0.43
2021-03-31,TX-100,176,Supplier A,1,0.084,3226,CA,2.16,0.91
2022-03-10,TX-400,311,Supplier B,17,0.029,2530,IL,4.76,0.89
2023-03-30,TX-200,394,Supplier D,26,0.048,3641,TX,2.56,0.13
2022-10-09,TX-400,485,Supplier C,20,0.098,3242,NY,5.96,0.53
2022-02-22,TX-100,259,Supplier C,22,0.097,1729,NY,3.89,0.96
2021-04-04,TX-400,199,Supplier A,6,0.001,1573,IL,1.69,0.6
2022-01-07,TX-400,80,Supplier D,28,0.053,579,IL,4.98,0.8
2021-05-23,TX-200,149,Supplier D,19,0.034,2169,FL,3.35,0.37
2021-04-25,TX-300,378,Supplier C,26,0.029,660,IL,4.23,0.38
2020-04-23,TX-400,351,Supplier D,15,0.06,2795,NY,5.78,0.33
2022-01-18,TX-400,402,Supplier E,29,0.045,2759,IL,3.83,0.02
2020-12-26,TX-100,268,Supplier B,18,0.073,2859,CA,5.12,0.92
2020-12-06,TX-100,302,Supplier B,8,0.003,2103,CA,2.86,0.35
2022-02-08,TX-100,220,Supplier C,11,0.093,4316,NY,4.72,0.37
2022-01-30,TX-500,306,Supplier C,13,0.057,2886,IL,1.95,0.76
2022-08-26,TX-400,477,Supplier D,29,0.068,4092,IL,5.52,0.53
2021-03-24,TX-100,106,Supplier A,6,0.06,1561,IL,2.4,0.36
2022-04-14,TX-200,58,Supplier C,1,0.099,4946,CA,2.86,0.88
2023-04-18,TX-500,54,Supplier C,16,0.099,4984,NY,5.81,0.83
2023-12-01,TX-300,384,Supplier C,10,0.061,994,FL,2.2,0.98
2023-05-04,TX-400,163,Supplier D,17,0.068,1106,CA,2.64,0.64
2020-11-06,TX-400,314,Supplier E,28,0.062,4382,NY,4.11,0.69
2020-09-18,TX-200,222,Supplier C,11,0.031,617,NY,5.91,0.32
2023-12-13,TX-300,269,Supplier E,2,0.019,1100,FL,4.61,0.1
2021-02-09,TX-300,254,Supplier D,20,0.04,3847,TX,2.01,0.11
2020-05-22,TX-500,73,Supplier A,13,0.068,739,FL,4.87,0.65
2020-12-07,TX-400,219,Supplier B,14,0.006,829,FL,3.42,0.11
2023-09-01,TX-100,455,Supplier B,18,0.051,4848,NY,5.97,0.91
2023-01-29,TX-200,152,Supplier B,9,0.041,532,TX,4.33,0.7
2020-08-31,TX-200,109,Supplier B,8,0.053,4037,TX,3.89,0.23
2021-05-04,TX-200,135,Supplier D,9,0.086,2910,IL,4.01,0.28
2020-01-12,TX-200,304,Supplier B,19,0.005,3037,FL,4.39,0.71
2023-06-16,TX-100,214,Supplier D,22,0.076,4296,FL,4.79,0.82
2021-07-14,TX-100,421,Supplier A,3,0.067,1221,TX,1.85,0.84
2020-02-11,TX-500,216,Supplier C,18,0.02,2426,TX,2.09,0.6
2021-11-08,TX-400,133,Supplier C,9,0.073,1978,TX,2.85,0.16
2021-08-16,TX-100,251,Supplier C,16,0.05,3516,NY,3.65,0.82
2023-12-23,TX-500,139,Supplier D,29,0.048,3042,NY,2.9,0.79
2023-03-27,TX-300,138,Supplier D,11,0.048,1714,NY,2.46,0.84
2023-05-24,TX-400,486,Supplier D,24,0.095,4625,FL,5.66,0.16
2020-05-13,TX-100,169,Supplier A,28,0.094,1162,TX,1.65,0.68
2022-12-26,TX-300,205,Supplier E,26,0.091,2572,NY,5.72,0.96
2022-10-27,TX-500,448,Supplier D,0,0.089,4624,IL,5.58,0.26
2022-08-05,TX-100,237,Supplier D,10,0.004,4650,TX,4.58,0.72
2020-03-13,TX-100,237,Supplier C,12,0.04,618,TX,1.65,0.26
2021-02-02,TX-300,311,Supplier B,0,0.089,3524,TX,2.51,0.31
2023-11-29,TX-100,101,Supplier B,0,0.076,309,NY,5.91,0.49
2021-07-31,TX-200,189,Supplier A,29,0.046,4786,CA,5.58,0.89
2022-05-08,TX-100,68,Supplier B,20,0.077,966,IL,5.84,0.04
2020-05-09,TX-400,124,Supplier E,15,0.021,4040,IL,5.98,0.99
2022-07-19,TX-300,279,Supplier C,6,0.06,275,CA,1.79,0.77
2023-05-14,TX-400,179,Supplier A,22,0.053,4956,IL,4.07,0.36
2020-09-22,TX-500,104,Supplier B,9,0.057,3629,NY,5.25,0.35
2022-03-03,TX-400,320,Supplier B,15,0.072,316,TX,2.94,0.48
2020-09-09,TX-200,497,Supplier C,0,0.095,3010,CA,3.46,0.88
2022-04-01,TX-200,149,Supplier A,21,0.026,703,TX,2.78,0.02
2023-08-05,TX-400,118,Supplier C,8,0.076,1842,IL,1.67,0.55
2020-06-12,TX-500,448,Supplier A,5,0.065,3403,FL,1.83,0.06
2020-04-04,TX-100,348,Supplier B,14,0.07,919,IL,1.6,0.12
2022-04-12,TX-200,66,Supplier C,3,0.043,1161,IL,3.87,0.69
2023-02-07,TX-400,403,Supplier C,14,0.094,2571,CA,4.28,0.23
2020-12-01,TX-400,165,Supplier E,9,0.048,3570,TX,2.88,0.04
2022-04-01,TX-400,201,Supplier C,24,0.012,3112,CA,5.22,0.16
2020-08-25,TX-100,379,Supplier A,15,0.068,3055,NY,5.5,0.21
2021-01-15,TX-300,165,Supplier E,12,0.013,2726,TX,2.13,0.77
2023-12-30,TX-500,79,Supplier C,18,0.032,284,NY,1.73,0.62
2022-06-17,TX-300,372,Supplier C,28,0.023,3548,NY,2.94,0.74
2021-04-27,TX-500,100,Supplier E,25,0.054,701,CA,4.71,0.37
2022-06-20,TX-500,109,Supplier B,19,0.035,1409,IL,3.78,0.11
2022-11-14,TX-400,278,Supplier C,3,0.016,1471,FL,3.7,0.81
2023-02-14,TX-200,308,Supplier D,19,0.079,2866,IL,2.19,0.14
2021-04-26,TX-400,409,Supplier B,21,0.047,4725,IL,3.08,0.38
2023-11-16,TX-100,54,Supplier C,28,0.045,1112,TX,5.82,0.26
2022-07-05,TX-500,77,Supplier B,15,0.089,1954,CA,3.03,0.3
2022-09-20,TX-200,303,Supplier A,10,0.054,106,TX,4.16,0.6
2022-08-21,TX-500,413,Supplier B,14,0.071,287,FL,1.76,0.16
2021-06-20,TX-500,280,Supplier E,10,0.033,4145,CA,1.79,0.45
2023-01-07,TX-400,444,Supplier C,22,0.056,1723,IL,3.41,0.64
2023-04-11,TX-200,406,Supplier B,29,0.073,1239,NY,4.22,0.87
2022-11-01,TX-200,249,Supplier D,24,0.03,162,IL,3.18,0.37
2020-05-07,TX-500,381,Supplier A,29,0.069,540,IL,2.31,0.32
2020-04-01,TX-200,320,Supplier A,10,0.057,1467,CA,4.81,0.37
2021-06-26,TX-200,388,Supplier B,2,0.043,686,IL,2.13,0.5
2022-04-25,TX-400,353,Supplier E,23,0.071,478,FL,4.51,0.31
2022-09-15,TX-300,432,Supplier A,23,0.032,1355,IL,5.81,0.25
2021-03-22,TX-100,95,Supplier B,16,0.071,2587,NY,3.62,0.38
2021-01-24,TX-300,77,Supplier B,4,0.055,2541,CA,2.4,0.78
2021-11-02,TX-200,56,Supplier A,12,0.025,4046,FL,5.29,0.25
2020-02-12,TX-500,281,Supplier B,9,0.067,836,CA,3.77,0.84
2020-09-10,TX-100,248,Supplier B,4,0.088,3447,NY,5.65,0.29
2023-02-27,TX-100,143,Supplier D,11,0.031,973,TX,4.74,0.6
2022-12-19,TX-500,131,Supplier B,7,0.081,4899,FL,3.44,0.97
2021-10-24,TX-100,137,Supplier B,23,0.034,3338,NY,4.28,0.95
2021-04-11,TX-500,439,Supplier E,11,0.082,198,TX,2.26,0.43
2020-10-13,TX-100,235,Supplier A,15,0.005,2559,NY,3.24,0.07
2022-10-07,TX-300,292,Supplier E,1,0.001,3399,TX,4.17,0.9
2022-02-16,TX-100,117,Supplier C,2,0.011,513,TX,4.16,0.13
2020-12-10,TX-400,360,Supplier E,17,0.087,413,CA,4.14,0.92
2021-10-03,TX-500,482,Supplier C,16,0.053,2473,IL,4.85,0.73
2021-01-16,TX-100,423,Supplier C,1,0.059,1885,IL,1.98,0.93
2021-11-20,TX-500,484,Supplier E,25,0.084,1532,NY,1.83,0.67
2023-06-30,TX-400,236,Supplier D,21,0.005,4618,TX,2.17,1.0
2022-12-15,TX-100,288,Supplier E,11,0.039,4425,IL,5.07,0.47
2021-04-01,TX-100,439,Supplier A,16,0.064,1694,NY,1.79,0.33
2022-09-09,TX-400,267,Supplier E,5,0.04,4872,NY,2.51,0.39
2020-03-23,TX-400,157,Supplier D,16,0.003,3683,FL,2.65,0.35
2023-01-27,TX-400,356,Supplier E,1,0.065,4911,CA,4.41,0.4
2020-05-28,TX-500,87,Supplier D,7,0.039,437,CA,3.31,0.89
2023-09-14,TX-400,444,Supplier A,13,0.002,4441,TX,2.4,0.59
2023-03-25,TX-500,485,Supplier B,5,0.017,657,IL,3.52,0.73
2020-07-08,TX-300,398,Supplier D,8,0.022,4399,TX,4.58,0.29
2022-06-01,TX-100,325,Supplier D,0,0.051,1316,IL,5.04,0.99
2020-09-19,TX-100,59,Supplier D,4,0.019,4010,IL,2.06,0.28
2023-01-08,TX-200,75,Supplier A,6,0.036,3530,IL,4.72,0.16
2021-02-03,TX-300,97,Supplier C,8,0.075,4869,IL,1.52,0.78
2022-02-02,TX-400,396,Supplier D,13,0.081,835,IL,4.76,0.84
2021-08-31,TX-400,419,Supplier A,26,0.08,3425,FL,4.47,0.39
2023-07-07,TX-300,63,Supplier B,8,0.07,2431,FL,3.61,0.54
2022-02-23,TX-400,149,Supplier D,3,0.054,2365,IL,2.12,0.41
2020-04-10,TX-200,236,Supplier C,28,0.055,4768,NY,4.94,0.29
2023-10-14,TX-500,61,Supplier A,19,0.095,3723,NY,1.82,0.81
2023-11-04,TX-100,421,Supplier B,14,0.088,281,CA,5.53,0.76
2022-03-30,TX-300,428,Supplier C,3,0.065,307,IL,4.98,0.49
2023-05-29,TX-100,328,Supplier B,2,0.047,2570,NY,4.83,0.46
2022-03-30,TX-500,390,Supplier C,23,0.073,1293,CA,4.89,0.18
2021-02-23,TX-300,377,Supplier E,20,0.006,4334,NY,1.8,0.64
2020-05-03,TX-500,216,Supplier E,22,0.094,4449,CA,5.95,0.92
2021-02-25,TX-400,171,Supplier E,25,0.055,1289,TX,5.36,0.72
2023-06-08,TX-400,442,Supplier B,21,0.05,4764,NY,3.79,0.51
2022-12-22,TX-400,144,Supplier E,13,0.029,1758,IL,4.74,0.04
2022-02-06,TX-500,74,Supplier A,8,0.0,525,IL,4.83,0.93
2021-04-27,TX-500,66,Supplier A,29,0.006,3677,FL,5.23,0.31
2021-06-02,TX-500,475,Supplier E,18,0.026,1529,TX,2.65,0.3
2020-06-03,TX-100,78,Supplier C,5,0.054,4957,TX,3.17,0.47
2020-04-01,TX-500,493,Supplier C,2,0.008,668,NY,5.1,0.43
2022-09-08,TX-400,372,Supplier B,17,0.097,2726,CA,4.96,0.96
2021-03-30,TX-200,390,Supplier C,15,0.041,330,FL,3.85,0.17
2021-08-20,TX-500,362,Supplier D,2,0.032,1094,TX,3.28,0.69
2021-05-24,TX-200,121,Supplier C,1,0.053,1756,TX,5.86,0.11
2023-04-21,TX-400,319,Supplier A,1,0.006,4139,IL,3.37,0.28
2021-01-20,TX-500,299,Supplier C,25,0.085,889,IL,4.94,0.72
2021-02-08,TX-100,344,Supplier B,26,0.046,2725,CA,3.36,0.8
2020-09-02,TX-100,193,Supplier C,22,0.018,1136,NY,2.89,0.47
2022-01-11,TX-200,323,Supplier B,9,0.016,4538,CA,4.38,0.79
2021-10-22,TX-100,272,Supplier D,14,0.036,1712,NY,5.13,0.94
2021-10-11,TX-100,124,Supplier E,2,0.057,438,FL,5.92,0.94
2023-12-17,TX-100,151,Supplier D,7,0.042,685,TX,2.17,0.34
2022-06-19,TX-400,69,Supplier A,28,0.06,521,CA,5.44,0.31
2020-03-05,TX-100,166,Supplier D,17,0.071,1413,NY,3.86,0.73
2022-11-02,TX-300,223,Supplier D,26,0.075,1413,FL,1.98,0.65
2020-07-31,TX-500,422,Supplier A,10,0.04,3942,CA,5.07,0.39
2020-08-29,TX-100,222,Supplier A,6,0.072,1277,TX,2.99,0.23
2021-05-07,TX-100,53,Supplier E,18,0.014,1838,FL,5.41,0.62
2023-05-21,TX-100,389,Supplier E,24,0.051,1766,IL,2.21,0.43
2020-12-03,TX-300,197,Supplier C,6,0.007,4323,TX,4.7,0.13
2020-06-21,TX-100,444,Supplier B,24,0.024,4628,IL,2.85,0.64
2021-11-02,TX-100,163,Supplier A,1,0.058,614,FL,2.66,0.7
2020-06-12,TX-500,370,Supplier D,5,0.074,3429,FL,1.73,0.36
2021-04-09,TX-300,451,Supplier D,4,0.01,4697,IL,3.67,0.83
2022-09-21,TX-300,216,Supplier E,13,0.021,1088,NY,3.26,0.07
2021-05-11,TX-100,349,Supplier B,17,0.099,4612,FL,1.78,0.5
2021-11-30,TX-300,167,Supplier A,3,0.034,4295,CA,2.52,0.96
2021-01-29,TX-200,149,Supplier E,3,0.028,1517,CA,3.69,0.19
2021-12-03,TX-300,323,Supplier B,23,0.009,2825,FL,5.14,0.17
2020-11-03,TX-300,224,Supplier A,12,0.069,2296,IL,5.68,0.38
2020-07-01,TX-300,208,Supplier D,22,0.051,2114,IL,3.82,0.27
2021-09-20,TX-400,433,Supplier D,28,0.016,550,TX,3.31,0.22
2021-05-24,TX-400,276,Supplier E,20,0.063,633,IL,5.8,0.95
2021-06-29,TX-400,472,Supplier B,24,0.053,3015,NY,5.83,0.34
2021-09-15,TX-300,87,Supplier D,0,0.056,4918,NY,2.36,0.06
2021-08-16,TX-200,480,Supplier B,19,0.099,1643,CA,3.89,0.9
2022-01-13,TX-300,247,Supplier E,4,0.003,918,FL,5.19,0.45
2023-06-04,TX-100,185,Supplier C,23,0.091,1789,CA,5.2,0.74
2023-12-30,TX-200,153,Supplier B,2,0.084,2393,FL,4.58,0.37
2023-12-16,TX-400,242,Supplier B,29,0.042,1572,CA,3.62,0.94
2021-07-07,TX-500,299,Supplier E,27,0.088,2301,FL,3.32,0.29
2020-01-21,TX-200,62,Supplier C,20,0.065,345,FL,5.13,0.66
2021-07-07,TX-400,104,Supplier D,18,0.089,914,CA,2.52,0.82
2021-01-31,TX-200,393,Supplier A,12,0.059,3214,TX,3.43,0.24
2021-09-16,TX-200,134,Supplier E,6,0.022,492,NY,4.05,0.8
2020-04-14,TX-300,158,Supplier A,9,0.058,4358,IL,5.24,0.79
2020-07-10,TX-100,92,Supplier C,2,0.018,4661,NY,3.18,0.96
2020-01-17,TX-500,437,Supplier C,22,0.014,4707,IL,3.97,0.92
2023-02-17,TX-400,120,Supplier B,29,0.065,1270,FL,2.76,0.39
2021-01-27,TX-200,493,Supplier A,1,0.095,3327,CA,5.27,0.59
2021-02-28,TX-500,317,Supplier A,6,0.059,2662,CA,5.03,0.93
2020-05-08,TX-200,108,Supplier C,8,0.08,2293,IL,5.19,0.0
2023-02-27,TX-100,487,Supplier A,27,0.017,3683,CA,1.76,0.63
2021-07-25,TX-500,93,Supplier D,20,0.065,3440,CA,3.69,0.22
2020-01-29,TX-400,321,Supplier C,11,0.073,2443,CA,2.11,0.74
2023-01-25,TX-200,439,Supplier B,21,0.004,2461,NY,4.53,0.8
2022-10-30,TX-100,63,Supplier B,28,0.01,2716,CA,2.9,0.71
2020-08-29,TX-500,420,Supplier B,9,0.078,2624,TX,4.99,1.0
2020-08-19,TX-200,161,Supplier A,26,0.044,1242,IL,1.79,0.48
2022-02-27,TX-200,428,Supplier C,18,0.041,2681,NY,3.81,0.56
2023-07-31,TX-400,363,Supplier B,12,0.092,3734,NY,2.06,0.41
2021-12-15,TX-100,464,Supplier C,9,0.099,4669,FL,4.01,0.97
2022-01-28,TX-300,277,Supplier A,4,0.076,4923,FL,4.23,0.92
2022-03-12,TX-200,218,Supplier D,28,0.079,687,CA,3.58,0.99
2022-02-14,TX-500,425,Supplier D,14,0.021,1289,NY,2.76,0.98
2021-12-26,TX-400,340,Supplier D,20,0.019,4675,NY,1.65,0.9
2020-07-18,TX-400,295,Supplier A,2,0.098,160,CA,4.48,0.93
2022-08-02,TX-200,315,Supplier B,7,0.07,1940,IL,5.42,0.12
2020-03-19,TX-200,386,Supplier A,5,0.069,1402,NY,4.8,0.17
2022-08-13,TX-200,292,Supplier C,28,0.029,4783,FL,5.52,0.89
2022-05-05,TX-300,207,Supplier D,18,0.089,4404,CA,5.68,0.73
2023-04-11,TX-200,349,Supplier C,16,0.004,136,NY,3.52,0.87
2021-04-11,TX-100,488,Supplier A,9,0.027,1257,FL,4.64,0.77
2021-08-03,TX-500,376,Supplier E,0,0.018,4930,TX,3.29,0.14
2023-12-10,TX-200,67,Supplier E,12,0.071,3059,NY,5.64,0.92
2022-07-28,TX-300,132,Supplier A,26,0.072,1520,CA,4.03,0.77
2021-03-24,TX-500,384,Supplier B,9,0.053,3423,FL,4.89,0.57
2020-03-27,TX-400,280,Supplier C,11,0.001,606,NY,1.57,0.53
2020-04-10,TX-200,391,Supplier A,1,0.087,1714,FL,4.09,0.57
2022-10-28,TX-500,302,Supplier A,9,0.096,1367,CA,4.84,0.39
2022-04-24,TX-400,216,Supplier E,20,0.02,1072,NY,2.66,0.8
2023-05-08,TX-300,91,Supplier D,22,0.084,549,CA,1.56,0.91
2020-03-27,TX-100,298,Supplier D,0,0.097,4315,IL,4.85,0.25
2020-02-12,TX-200,297,Supplier B,0,0.033,3480,NY,3.02,0.04
2023-11-09,TX-100,487,Supplier B,19,0.019,4829,NY,3.43,0.2
2023-12-29,TX-300,429,Supplier B,28,0.098,311,FL,4.03,0.76
2021-02-11,TX-500,335,Supplier E,25,0.006,2431,NY,2.0,0.87
2021-10-25,TX-500,69,Supplier A,14,0.028,3701,IL,1.97,0.35
2022-11-06,TX-300,431,Supplier B,21,0.074,1164,FL,5.82,0.15
2020-05-27,TX-300,401,Supplier E,24,0.062,1546,FL,3.03,0.86
2020-10-03,TX-200,430,Supplier C,0,0.068,3116,TX,2.65,0.21
2020-08-19,TX-400,91,Supplier A,26,0.071,1632,NY,1.71,0.24
2020-12-31,TX-100,394,Supplier C,25,0.069,3053,TX,2.28,0.09
2023-06-05,TX-100,136,Supplier D,20,0.034,1933,IL,3.44,0.91
2021-03-11,TX-500,310,Supplier D,8,0.031,2507,NY,3.04,0.33
2021-02-02,TX-500,355,Supplier A,23,0.043,3405,TX,3.41,0.17
2023-05-19,TX-200,346,Supplier B,6,0.081,4841,TX,4.67,0.95
2023-11-15,TX-300,399,Supplier A,15,0.094,1456,FL,4.39,0.34
2021-05-13,TX-100,289,Supplier B,15,0.046,2353,TX,3.72,0.75
2021-06-23,TX-200,216,Supplier D,12,0.009,4097,TX,5.17,0.23
2021-07-16,TX-500,362,Supplier A,9,0.094,2236,NY,5.36,0.73
2021-03-17,TX-500,268,Supplier A,17,0.008,1035,NY,4.16,0.23
2023-07-08,TX-100,490,Supplier B,8,0.016,1222,FL,2.03,0.64
2022-02-11,TX-500,470,Supplier D,11,0.087,1609,NY,3.33,0.44
2020-12-15,TX-500,440,Supplier D,28,0.055,810,IL,4.36,0.8
2023-10-07,TX-400,182,Supplier B,23,0.035,1093,FL,1.78,0.73
2021-06-03,TX-300,256,Supplier B,12,0.093,154,IL,1.59,0.94
2023-09-05,TX-500,100,Supplier B,10,0.096,1740,NY,5.77,0.38
2020-05-17,TX-400,155,Supplier D,14,0.033,2461,NY,4.79,0.75
2022-09-18,TX-200,441,Supplier D,9,0.087,3275,FL,2.19,0.97
2021-01-02,TX-500,233,Supplier A,9,0.068,1856,TX,3.5,0.34
2023-05-28,TX-200,250,Supplier D,8,0.027,875,CA,2.37,0.29
2023-09-22,TX-500,60,Supplier C,24,0.094,455,CA,1.55,0.77
2023-05-31,TX-100,303,Supplier C,24,0.006,3550,NY,3.26,0.45
2020-12-25,TX-400,199,Supplier B,2,0.032,2842,IL,4.42,0.4
2022-07-09,TX-400,403,Supplier B,22,0.04,663,FL,5.79,0.55
2020-11-24,TX-100,404,Supplier B,15,0.069,2494,TX,4.96,0.94
2022-08-19,TX-300,444,Supplier A,11,0.004,2992,NY,2.54,0.08
2021-04-07,TX-400,493,Supplier C,16,0.089,1626,IL,3.01,0.47
2022-08-03,TX-200,145,Supplier C,24,0.066,4220,NY,3.84,0.11
2022-08-20,TX-400,155,Supplier D,29,0.028,4287,CA,2.36,0.88
2023-11-06,TX-300,192,Supplier C,14,0.066,2476,NY,5.25,0.14
2022-04-15,TX-200,215,Supplier D,24,0.054,1661,IL,2.26,0.09
2020-06-17,TX-200,50,Supplier A,2,0.034,3119,CA,2.8,0.96
2020-08-04,TX-100,95,Supplier B,4,0.003,4797,NY,4.1,0.56
2021-01-12,TX-500,291,Supplier B,27,0.055,4537,CA,2.05,0.83
2020-04-28,TX-100,393,Supplier D,12,0.008,3044,FL,4.31,0.47
2020-07-08,TX-500,476,Supplier E,23,0.081,4091,IL,5.75,0.44
2022-02-05,TX-100,327,Supplier D,5,0.009,641,IL,4.61,0.91
2021-01-04,TX-500,52,Supplier A,25,0.043,2673,FL,5.16,0.99
2020-05-28,TX-400,191,Supplier C,25,0.043,1253,IL,3.47,0.62
2021-10-13,TX-200,435,Supplier D,8,0.056,3689,IL,3.14,0.92
2022-02-08,TX-500,110,Supplier A,29,0.004,1846,NY,2.98,0.86
2021-01-08,TX-400,465,Supplier B,28,0.02,1272,TX,4.47,0.54
2022-02-19,TX-300,343,Supplier E,18,0.02,1399,NY,3.83,0.94
2020-06-08,TX-100,274,Supplier E,27,0.06,3832,FL,3.63,0.21
2020-12-16,TX-300,351,Supplier D,6,0.026,3367,FL,1.95,0.88
2023-08-04,TX-400,219,Supplier C,12,0.014,4604,TX,4.53,0.31
2023-08-04,TX-300,183,Supplier D,21,0.002,170,NY,4.76,0.03
2022-06-10,TX-300,90,Supplier E,29,0.084,1322,NY,2.38,0.79
2023-06-03,TX-400,280,Supplier E,4,0.097,4740,NY,4.92,0.93
2021-06-06,TX-200,458,Supplier B,15,0.07,701,CA,5.46,0.22
2021-06-05,TX-500,275,Supplier C,3,0.041,1588,CA,2.29,0.53
2022-02-21,TX-100,188,Supplier C,4,0.012,3261,NY,3.53,0.75
2020-09-29,TX-500,159,Supplier E,28,0.048,2994,CA,5.44,0.33
2022-07-24,TX-100,346,Supplier E,19,0.046,1911,NY,3.69,0.15
2023-11-26,TX-500,106,Supplier D,18,0.042,1872,FL,5.17,0.39
2020-07-01,TX-300,479,Supplier D,22,0.038,100,NY,2.47,0.46
2021-05-02,TX-200,172,Supplier B,5,0.05,4744,CA,1.79,0.74
2022-04-25,TX-300,289,Supplier E,3,0.007,2281,TX,1.77,0.2
2020-05-03,TX-200,135,Supplier D,24,0.004,3423,FL,5.88,0.82
2022-09-11,TX-400,225,Supplier B,0,0.006,2877,IL,2.24,0.5
2022-02-28,TX-100,112,Supplier C,16,0.02,4716,TX,5.39,0.9
2021-02-17,TX-100,88,Supplier E,8,0.028,1008,TX,2.92,0.57
2023-04-10,TX-400,187,Supplier A,15,0.017,2022,IL,1.68,0.45
2023-08-04,TX-500,290,Supplier E,22,0.025,2086,FL,2.58,0.29
2023-12-29,TX-400,498,Supplier D,1,0.019,4142,IL,3.77,0.11
2021-11-16,TX-400,275,Supplier E,10,0.015,1937,FL,1.98,0.37
2020-04-22,TX-200,492,Supplier A,25,0.029,3741,FL,5.65,0.41
2022-06-06,TX-400,255,Supplier E,4,0.04,600,FL,5.55,0.57
2020-05-01,TX-100,213,Supplier D,12,0.074,1922,TX,2.17,0.86
2023-05-30,TX-300,76,Supplier C,19,0.096,1431,FL,4.82,0.46
2020-02-08,TX-200,232,Supplier D,16,0.092,4446,IL,3.57,0.31
2021-05-11,TX-200,247,Supplier B,27,0.048,3052,TX,5.92,0.87
2022-02-18,TX-500,386,Supplier D,28,0.046,1726,FL,1.75,0.73
2023-06-10,TX-300,486,Supplier B,24,0.013,1327,CA,3.62,0.31
2022-07-31,TX-200,156,Supplier E,14,0.097,2155,CA,2.78,0.17
2020-05-28,TX-400,493,Supplier B,21,0.076,2255,FL,4.77,0.29
2023-11-21,TX-200,238,Supplier E,26,0.085,1977,CA,2.0,0.12
2022-10-18,TX-200,85,Supplier B,28,0.023,4161,NY,4.33,0.9
2021-10-22,TX-200,134,Supplier D,29,0.04,2964,TX,5.77,0.61
2020-10-28,TX-500,204,Supplier A,11,0.01,2670,NY,3.54,0.86
2023-10-15,TX-200,218,Supplier E,5,0.094,1496,TX,3.54,0.82
2020-08-25,TX-200,333,Supplier B,19,0.029,4581,IL,3.73,0.15
2021-10-08,TX-500,321,Supplier A,12,0.06,4378,CA,3.37,0.44
2021-10-24,TX-300,84,Supplier B,17,0.015,3069,CA,3.51,0.97
2020-08-23,TX-100,469,Supplier B,23,0.08,3689,CA,3.58,0.23
2020-07-21,TX-500,233,Supplier B,14,0.019,1991,FL,5.99,0.05
2020-09-12,TX-500,148,Supplier D,14,0.081,1373,TX,2.02,0.35
2021-08-20,TX-200,286,Supplier B,7,0.04,2345,FL,2.78,0.51
2021-10-23,TX-200,452,Supplier A,18,0.058,3810,CA,2.45,0.06
2020-08-22,TX-100,490,Supplier B,22,0.027,136,IL,3.95,0.43
2023-09-30,TX-200,171,Supplier C,13,0.088,3040,CA,1.51,0.25
2021-06-17,TX-400,466,Supplier E,6,0.076,520,FL,5.64,0.21
2022-05-09,TX-200,72,Supplier D,13,0.035,3179,CA,3.89,0.26
2022-02-08,TX-200,424,Supplier C,4,0.059,4315,NY,5.53,0.11
2021-06-24,TX-400,112,Supplier C,14,0.013,4939,NY,3.05,0.08
2020-07-31,TX-100,375,Supplier A,20,0.016,3908,FL,2.17,0.6
2021-04-07,TX-400,199,Supplier A,14,0.053,2519,NY,2.37,0.95
2021-03-11,TX-500,244,Supplier D,23,0.064,2380,TX,3.62,0.8
2020-10-09,TX-400,129,Supplier D,3,0.056,2434,TX,1.68,0.83
2023-12-01,TX-300,364,Supplier E,0,0.056,837,FL,5.02,0.74
2020-03-28,TX-500,202,Supplier B,16,0.074,1518,NY,5.06,0.96
2022-12-03,TX-200,66,Supplier D,24,0.09,4647,TX,4.66,0.95
2021-04-05,TX-500,88,Supplier D,19,0.039,2141,NY,5.53,0.78
2020-10-04,TX-100,382,Supplier B,0,0.054,1885,CA,3.97,0.72
2021-02-24,TX-100,397,Supplier E,15,0.089,1162,NY,3.66,0.31
2023-10-08,TX-400,251,Supplier A,12,0.046,3668,NY,3.88,0.09
2021-11-26,TX-500,472,Supplier E,17,0.045,471,FL,2.32,0.09
2021-05-29,TX-200,329,Supplier B,9,0.077,2696,CA,3.81,0.74
